year,state,pop_2010,acres,nrel_cap_factor,region,iso_rto,iso_rto_dummy,retail_choice,net_meter_cap_dc,net_meter_cap_ac,comm__cap_ac,dc_cap_added,ac_cap_added,n_plants,dc_cap_added_qf,ac_cap_added_qf,n_plants_qf,cum_dc_cap_added,cum_ac_cap_added,cum_n_plants,cum_dc_cap_added_qf,cum_ac_cap_added_qf,cum_n_plants_qf,avg_cap_ac,avg_cap_ac_qf,first_plant_yr,first_plant_sector,first_ipp_plant_yr,first_grid_yr,first_mega_plant,first_qf_year,utility_scale_solar_mwh,solar_mwh,any_plant,first_plant_pre_sample,first_plant,first_ipp_plant,first_rps_year,first_carveout_year,active_solar_rps,first_carveout_pre_sample,first_carveout,active_rps,first_rps_pre_sample,first_rps,tot_rps_lbl,solar_rps_manual,dg_rps_manual,solar_rps_lbl,lbl_sales,solar_carveout_diff,solar_carveout_f2,rps_diff,rps_f2,end_carveout_yr,end_rps_yr,itc_introduced,ptc_introduced,itc_expired,ptc_expired,itc_start_yr,itc_end_yr,ptc_start_yr,ptc_end_yr,purpa_wholesale_2020,purpa_competitive_2020,purpa_standard_contract_2020,purpa_mw_limit_2020,purpa_max_term_2020
2006,MS,2970548,30903,0.1969999999999999,MISO,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,IPP Non-CHP,2016.0,2017.0,2017.0,2017.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,46936.437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,5.0
2007,MS,2970548,30903,0.1969999999999999,MISO,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,IPP Non-CHP,2016.0,2017.0,2017.0,2017.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48153.181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,5.0
2008,MS,2970548,30903,0.1969999999999999,MISO,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,IPP Non-CHP,2016.0,2017.0,2017.0,2017.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,47721.235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,5.0
2009,MS,2970548,30903,0.1969999999999999,MISO,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,IPP Non-CHP,2016.0,2017.0,2017.0,2017.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,46049.154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,5.0
2010,MS,2970548,30903,0.1969999999999999,MISO,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,IPP Non-CHP,2016.0,2017.0,2017.0,2017.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49687.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,5.0
2011,MS,2970548,30903,0.1969999999999999,MISO,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,IPP Non-CHP,2016.0,2017.0,2017.0,2017.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49337.557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,5.0
2012,MS,2970548,30903,0.1969999999999999,MISO,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,IPP Non-CHP,2016.0,2017.0,2017.0,2017.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48387.675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,5.0
2013,MS,2970548,30903,0.1969999999999999,MISO,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,IPP Non-CHP,2016.0,2017.0,2017.0,2017.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48781.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,5.0
2014,MS,2970548,30903,0.1969999999999999,MISO,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,IPP Non-CHP,2016.0,2017.0,2017.0,2017.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49408.631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,5.0
2015,MS,2970548,30903,0.1969999999999999,MISO,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,IPP Non-CHP,2016.0,2017.0,2017.0,2017.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48691.529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,5.0
2016,MS,2970548,30903,0.1969999999999999,MISO,True,1,0,0.0,0.0,0.0,3.9,3.1,1.0,0.0,0.0,0.0,3.9,3.1,1.0,0.0,0.0,0.0,3.1,0.0,2016.0,IPP Non-CHP,2016.0,2017.0,2017.0,2017.0,0.0,0.0,0,0,1,1,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49050.164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,5.0
2017,MS,2970548,30903,0.1969999999999999,MISO,True,1,0,3.5,3.5,0.0,211.4,154.0,3.0,74.1,52.0,1.0,215.3,157.1,4.0,74.1,52.0,1.0,51.333333333333336,52.0,2016.0,IPP Non-CHP,2016.0,2017.0,2017.0,2017.0,86.0,86.0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,47828.787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,5.0
2018,MS,2970548,30903,0.1969999999999999,MISO,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.3,157.1,4.0,74.1,52.0,1.0,0.0,0.0,2016.0,IPP Non-CHP,2016.0,2017.0,2017.0,2017.0,326.0,326.0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50390.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,5.0
2019,MS,2970548,30903,0.1969999999999999,MISO,True,1,0,0.0,0.0,0.0,59.0,57.5,2.0,0.0,0.0,0.0,274.29999999999995,214.6,6.0,74.1,52.0,1.0,28.75,0.0,2016.0,IPP Non-CHP,2016.0,2017.0,2017.0,2017.0,322.0,322.0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,51582.169790765205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.1,5.0
2005,MT,990697,94109,0.212,Northwest,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,IPP Non-CHP,2017.0,0.0,0.0,2017.0,0,0.0,0,0,0,0,2008.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,0.0,0.0,0.0,0.0,,,,,,,1.0,3.0,25.0
2006,MT,990697,94109,0.212,Northwest,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,IPP Non-CHP,2017.0,0.0,0.0,2017.0,0,0.0,0,0,0,0,2008.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,13814.98,0.0,0.0,0.0,5.0,0.0,2008.0,0.0,0.0,0.0,0.0,,,,,,,1.0,3.0,25.0
2007,MT,990697,94109,0.212,Northwest,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,IPP Non-CHP,2017.0,0.0,0.0,2017.0,0,0.0,0,0,0,0,2008.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,15531.985,0.0,0.0,0.0,5.0,0.0,2008.0,0.0,0.0,0.0,0.0,,,,,,,1.0,3.0,25.0
2008,MT,990697,94109,0.212,Northwest,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,IPP Non-CHP,2017.0,0.0,0.0,2017.0,0,0.0,0,0,0,0,2008.0,0.0,0,0,0,0,0,1,5.0,0.0,0.0,0.0,15326.4,0.0,0.0,5.0,10.0,0.0,2008.0,0.0,0.0,0.0,0.0,,,,,,,1.0,3.0,25.0
2009,MT,990697,94109,0.212,Northwest,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,IPP Non-CHP,2017.0,0.0,0.0,2017.0,0,0.0,0,0,0,0,2008.0,0.0,0,0,0,1,0,0,5.0,0.0,0.0,0.0,14353.775,0.0,0.0,0.0,10.0,0.0,2008.0,0.0,0.0,0.0,0.0,,,,,,,1.0,3.0,25.0
2010,MT,990697,94109,0.212,Northwest,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,IPP Non-CHP,2017.0,0.0,0.0,2017.0,0,0.0,0,0,0,0,2008.0,0.0,0,0,0,1,0,0,10.0,0.0,0.0,0.0,13771.453,0.0,0.0,5.0,10.0,0.0,2008.0,0.0,0.0,0.0,0.0,,,,,,,1.0,3.0,25.0
2011,MT,990697,94109,0.212,Northwest,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,IPP Non-CHP,2017.0,0.0,0.0,2017.0,0,0.0,0,0,0,0,2008.0,0.0,0,0,0,1,0,0,10.0,0.0,0.0,0.0,13788.081,0.0,0.0,0.0,10.0,0.0,2008.0,0.0,0.0,0.0,0.0,,,,,,,1.0,3.0,25.0
2012,MT,990697,94109,0.212,Northwest,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,IPP Non-CHP,2017.0,0.0,0.0,2017.0,0,0.0,0,0,0,0,2008.0,0.0,0,0,0,1,0,0,10.0,0.0,0.0,0.0,13863.383,0.0,0.0,0.0,10.0,0.0,2008.0,0.0,0.0,0.0,0.0,,,,,,,1.0,3.0,25.0
2013,MT,990697,94109,0.212,Northwest,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,IPP Non-CHP,2017.0,0.0,0.0,2017.0,0.0,0.0,0,0,0,0,2008.0,0.0,0,0,0,1,0,0,10.0,0.0,0.0,0.0,14045.174,0.0,0.0,0.0,15.0,0.0,2008.0,0.0,0.0,0.0,0.0,,,,,,,1.0,3.0,25.0
2014,MT,990697,94109,0.212,Northwest,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,IPP Non-CHP,2017.0,0.0,0.0,2017.0,0.0,0.0,0,0,0,0,2008.0,0.0,0,0,0,1,0,0,10.0,0.0,0.0,0.0,14102.392,0.0,0.0,0.0,15.0,0.0,2008.0,0.0,0.0,0.0,0.0,,,,,,,1.0,3.0,25.0
2015,MT,990697,94109,0.212,Northwest,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,IPP Non-CHP,2017.0,0.0,0.0,2017.0,0.0,0.0,0,0,0,0,2008.0,0.0,0,0,0,1,0,0,15.0,0.0,0.0,0.0,14206.911,0.0,0.0,5.0,15.0,0.0,2008.0,0.0,0.0,0.0,0.0,,,,,,,1.0,3.0,25.0
2016,MT,990697,94109,0.212,Northwest,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,IPP Non-CHP,2017.0,0.0,0.0,2017.0,0.0,0.0,0,0,0,0,2008.0,0.0,0,0,0,1,0,0,15.0,0.0,0.0,0.0,14100.601,0.0,0.0,0.0,15.0,0.0,2008.0,0.0,0.0,0.0,0.0,,,,,,,1.0,3.0,25.0
2017,MT,990697,94109,0.212,Northwest,False,0,0,0.0,0.0,0.0,23.5,17.0,6.0,19.3,14.0,5.0,23.5,17.0,6.0,19.3,14.0,5.0,2.833333333333333,2.8,2017.0,IPP Non-CHP,2017.0,0.0,0.0,2017.0,14.0,14.0,0,0,1,1,2008.0,0.0,0,0,0,1,0,0,15.0,0.0,0.0,0.0,14709.656,0.0,0.0,0.0,15.0,0.0,2008.0,0.0,0.0,0.0,0.0,,,,,,,1.0,3.0,25.0
2018,MT,990697,94109,0.212,Northwest,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,17.0,6.0,19.3,14.0,5.0,0.0,0.0,2017.0,IPP Non-CHP,2017.0,0.0,0.0,2017.0,34.0,34.0,1,0,0,0,2008.0,0.0,0,0,0,1,0,0,15.0,0.0,0.0,0.0,14838.845,0.0,0.0,0.0,15.0,0.0,2008.0,0.0,0.0,0.0,0.0,,,,,,,1.0,3.0,25.0
2019,MT,990697,94109,0.212,Northwest,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,17.0,6.0,19.3,14.0,5.0,0.0,0.0,2017.0,IPP Non-CHP,2017.0,0.0,0.0,2017.0,29.0,29.0,1,0,0,0,2008.0,0.0,0,0,0,1,0,0,15.0,0.0,0.0,0.0,14881.471127798286,0.0,0.0,0.0,15.0,0.0,2008.0,0.0,0.0,0.0,0.0,,,,,,,1.0,3.0,25.0
2005,NC,9574323,33710,0.206,Southeast,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,IPP Non-CHP,2008.0,2011.0,2012.0,2008.0,0,0.0,0,0,0,0,2012.0,2010.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,2012.0,0.0,0.0,0.0,0.0,2006.0,2015.0,,,,0.0,1.0,5.0,15.0
2006,NC,9574323,33710,0.206,Southeast,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,IPP Non-CHP,2008.0,2011.0,2012.0,2008.0,0,0.0,0,0,0,0,2012.0,2010.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,126698.979,0.0,0.0,0.0,0.0,2010.0,2012.0,1.0,0.0,0.0,0.0,2006.0,2015.0,,,,0.0,1.0,5.0,15.0
2007,NC,9574323,33710,0.206,Southeast,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,IPP Non-CHP,2008.0,2011.0,2012.0,2008.0,0,0.0,0,0,0,0,2012.0,2010.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,131880.754,0.0,0.0,0.0,0.0,2010.0,2012.0,0.0,0.0,0.0,0.0,2006.0,2015.0,,,,0.0,1.0,5.0,15.0
2008,NC,9574323,33710,0.206,Southeast,False,0,0,0.0,0.0,0.0,3.2,3.2,3.0,3.2,3.2,3.0,3.2,3.2,3.0,3.2,3.2,3.0,1.0666666666666669,1.0666666666666669,2008.0,IPP Non-CHP,2008.0,2011.0,2012.0,2008.0,0,0.0,0,0,1,1,2012.0,2010.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,130069.257,0.0,0.02,0.0,0.0,2010.0,2012.0,0.0,0.0,0.0,0.0,2006.0,2015.0,,,,0.0,1.0,5.0,15.0
2009,NC,9574323,33710,0.206,Southeast,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,3.2,3.0,3.2,3.2,3.0,0.0,0.0,2008.0,IPP Non-CHP,2008.0,2011.0,2012.0,2008.0,11,11.0,1,0,0,0,2012.0,2010.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,127657.979,0.0,0.02,0.0,0.0,2010.0,2012.0,0.0,0.0,0.0,0.0,2006.0,2015.0,,,,0.0,1.0,5.0,15.0
2010,NC,9574323,33710,0.206,Southeast,False,0,0,0.0,0.0,0.0,8.1,7.4,6.0,3.2,3.2,3.0,11.3,10.6,9.0,6.4,6.4,6.0,1.2333333333333334,1.0666666666666669,2008.0,IPP Non-CHP,2008.0,2011.0,2012.0,2008.0,17,17.0,1,0,0,0,2012.0,2010.0,0,0,1,0,0,0,0.0,0.02,0.0,0.02,136414.947,0.02,0.07,0.0,3.0,2010.0,2012.0,0.0,0.0,0.0,0.0,2006.0,2015.0,,,,0.0,1.0,5.0,15.0
2011,NC,9574323,33710,0.206,Southeast,False,0,0,0.0,0.0,0.0,27.700000000000003,24.5,10.0,25.700000000000003,22.5,8.0,39.0,35.1,19.0,32.1,28.9,14.0,2.45,2.8125,2008.0,IPP Non-CHP,2008.0,2011.0,2012.0,2008.0,17,17.0,1,0,0,0,2012.0,2010.0,1,0,0,0,0,0,0.0,0.02,0.0,0.02,131084.933,0.0,0.07,0.0,3.0,2010.0,2012.0,0.0,0.0,0.0,0.0,2006.0,2015.0,,,,0.0,1.0,5.0,15.0
2012,NC,9574323,33710,0.206,Southeast,False,0,0,0.0,0.0,0.0,117.9,93.1,25.0,116.2,91.6,24.0,156.9,128.20000000000002,44.0,148.3,120.5,38.0,3.724,3.816666666666667,2008.0,IPP Non-CHP,2008.0,2011.0,2012.0,2008.0,139,139.0,1,0,0,0,2012.0,2010.0,1,0,0,0,0,1,3.0,0.07,0.0,0.07,128084.893,0.05,0.07,3.0,3.0,2010.0,2012.0,0.0,0.0,0.0,0.0,2006.0,2015.0,,,,0.0,1.0,5.0,15.0
2013,NC,9574323,33710,0.206,Southeast,False,0,0,0.0,0.0,41.0,224.89999999999995,178.9,43.0,224.89999999999995,178.9,43.0,381.8,307.1,87.0,373.19999999999993,299.4,81.0,4.16046511627907,4.16046511627907,2008.0,IPP Non-CHP,2008.0,2011.0,2012.0,2008.0,345.0,345.0,1,0,0,0,2012.0,2010.0,1,0,0,1,0,0,3.0,0.07,0.0,0.07,129779.905,0.0,0.14,0.0,6.0,2010.0,2012.0,0.0,0.0,0.0,0.0,2006.0,2015.0,,,,0.0,1.0,5.0,15.0
2014,NC,9574323,33710,0.206,Southeast,False,0,0,0.0,0.0,0.0,483.39999999999975,367.7000000000001,75.0,483.39999999999975,367.7000000000001,75.0,865.1999999999997,674.8000000000002,162.0,856.5999999999997,667.1000000000001,156.0,4.902666666666668,4.902666666666668,2008.0,IPP Non-CHP,2008.0,2011.0,2012.0,2008.0,729.0,729.0,1,0,0,0,2012.0,2010.0,1,0,0,1,0,0,3.0,0.07,0.0,0.07,133132.776,0.0,0.14,0.0,6.0,2010.0,2012.0,0.0,0.0,0.0,0.0,2006.0,2015.0,,,,0.0,1.0,5.0,15.0
2015,NC,9574323,33710,0.206,Southeast,False,0,0,0.0,0.0,17.5,1142.3999999999996,897.3999999999996,132.0,948.3,723.4999999999998,116.0,2007.5999999999997,1572.1999999999998,294.0,1804.9,1390.6,272.0,6.798484848484846,6.237068965517239,2008.0,IPP Non-CHP,2008.0,2011.0,2012.0,2008.0,1374.0,1374.0,1,0,0,0,2012.0,2010.0,1,0,0,1,0,0,6.0,0.14,0.0,0.14,133847.523,0.07,0.14,3.0,6.0,2010.0,2012.0,0.0,0.0,1.0,0.0,2006.0,2015.0,,,,0.0,1.0,5.0,15.0
2016,NC,9574323,33710,0.206,Southeast,False,0,0,0.0,0.0,0.0,1002.9,828.1000000000001,111.0,851.5999999999999,703.0999999999999,103.0,3010.499999999999,2400.3,405.0,2656.4999999999995,2093.7,375.0,7.460360360360362,6.8262135922330085,2008.0,IPP Non-CHP,2008.0,2011.0,2012.0,2008.0,3421.0,3421.0,1,0,0,0,2012.0,2010.0,1,0,0,1,0,0,6.0,0.14,0.0,0.14,134404.319,0.0,0.2,0.0,10.0,2010.0,2012.0,0.0,0.0,0.0,0.0,2006.0,2015.0,,,,0.0,1.0,5.0,15.0
2017,NC,9574323,33710,0.206,Southeast,False,0,0,92.0,71.0,0.0,1126.6,863.6999999999998,78.0,1032.6,794.0999999999998,74.0,4137.099999999999,3264.0,483.0,3689.1,2887.8,449.0,11.07307692307692,10.731081081081076,2008.0,IPP Non-CHP,2008.0,2011.0,2012.0,2008.0,5114.0,5114.0,1,0,0,0,2012.0,2010.0,1,0,0,1,0,0,6.0,0.14,0.0,0.14,131421.319,0.0,0.2,0.0,10.0,2010.0,2012.0,0.0,0.0,0.0,0.0,2006.0,2015.0,,,,0.0,1.0,5.0,15.0
2018,NC,9574323,33710,0.206,Southeast,False,0,0,0.0,0.0,0.0,851.0999999999998,651.8,54.0,835.9999999999999,641.5,52.0,4988.199999999998,3915.8,537.0,4525.099999999999,3529.3,501.0,12.07037037037037,12.336538461538462,2008.0,IPP Non-CHP,2008.0,2011.0,2012.0,2008.0,6110.0,6110.0,1,0,0,0,2012.0,2010.0,1,0,0,1,0,0,10.0,0.2,0.0,0.2,138287.404,0.06,0.2,4.0,10.0,2010.0,2012.0,0.0,0.0,0.0,0.0,2006.0,2015.0,,,,1.0,1.0,1.0,10.0
2019,NC,9574323,33710,0.206,Southeast,False,0,0,29.0,19.9,0.0,611.8000000000001,454.4,48.0,350.6,260.4,38.0,5599.999999999998,4370.2,585.0,4875.7,3789.7,539.0,9.466666666666669,6.852631578947368,2008.0,IPP Non-CHP,2008.0,2011.0,2012.0,2008.0,7451.0,7451.0,1,0,0,0,2012.0,2010.0,1,0,0,1,0,0,10.0,0.2,0.0,0.2,141349.2378887638,0.0,0.2,0.0,11.88,2010.0,2012.0,0.0,0.0,0.0,0.0,2006.0,2015.0,,,,1.0,1.0,1.0,10.0
2005,ND,674715,45251,0.203,MISO,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,2014.0,,,,,1.0,0.1,
2006,ND,674715,45251,0.203,MISO,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11245.238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,2014.0,,,,,1.0,0.1,
2007,ND,674715,45251,0.203,MISO,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11905.695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,2014.0,,,,,1.0,0.1,
2008,ND,674715,45251,0.203,MISO,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,12416.074,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2008.0,2014.0,,,,,1.0,0.1,
2009,ND,674715,45251,0.203,MISO,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,12648.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,2014.0,,,,,1.0,0.1,
2010,ND,674715,45251,0.203,MISO,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,12956.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,2014.0,,,,,1.0,0.1,
2011,ND,674715,45251,0.203,MISO,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,13737.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,2014.0,,,,,1.0,0.1,
2012,ND,674715,45251,0.203,MISO,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,14716.956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,2014.0,,,,,1.0,0.1,
